year,country,iso,pop,rgdpbarro,gdp,iy,cpi,ca,stir,ltrate,stocks,pubgdp,crisisJST,tloans,bassets2,lrgdp,lstocks,lcpi,cay,lpop,lloans,rprv,rpub,rtot,prvgdp,totgdp,bassgdp,riy,lriy,dlrgdp,dlriy,dlcpi,dlrcon,drprv,drpub,ldrprv,ldrpub,ldlrgdp,ldlcpi,ldlriy,lstir,lltrate,lcay,pk_nber,th_nber,rcn_nber,war,bb,rcn_bb,pk_bb,th_bb,pk_norm,pk_fin,pk_glob,pk_comb,ar_lrgdp_bb,ax_lrgdp_bb,dr_lrgdp_bb,dx_lrgdp_bb,rr_lrgdp_bb,rx_lrgdp_bb,ar_rprv_bb,ax_rprv_bb,dr_rprv_bb,dx_rprv_bb,rr_rprv_bb,rx_rprv_bb,ar_rpub_bb,ax_rpub_bb,dr_rpub_bb,dx_rpub_bb,rr_rpub_bb,rx_rpub_bb,ccode,ar_rtot_bb,ax_rtot_bb,dr_rtot_bb,dx_rtot_bb,rr_rtot_bb,rx_rtot_bb,srx_prv,srx_pub,f1war,l1war,f2war,l2war,f3war,f4war,f5war,war5f2l,core
1911,Australia,AUS,4500,21.4882,734,.1432749,2.958333,-2.1,325,383,.4267973516416677,.733391,0,231.588,319.59,3.0675039,-.85144597,1.084626,-.28610355,8.4118328,5.4449601,-4.0514984,-3.2080259,-7.2595243,.31551498,1.048906,.43540871,3.0787196,1.1245137,-2.1162987,7.5944543,7.3024988,8.253479,.73428154,-6.2039375,-1.5575409,-2.1078348,4.5993805,1.526767,3.9293408,313,364,.4239766,0,0,1,0,3.0675039,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,1,1,1,1,
1912,Australia,AUS,4661,21.4651,802,.1689373,3.208333,-23.25,338,484.9999999999999,.4322342605797781,.704443,0,256.664,330.748,3.0664284,-.83878756,1.1657515,-2.8990026,8.4469852,5.5477676,-4.0649691,-3.2759759,-7.3409452,.32002991,1.024473,.412404,3.626256,1.2882007,-.10755062,16.368698,8.1125498,-1.1756659,-1.347065,-6.795001,.73428154,-6.2039375,-2.1162987,7.3024988,7.5944543,325,383,-.28610355,0,1,1,0,3.0664284,1,0,1,0,0,0,0,-.022238493,0,2,0,-.011119246,,-.0061278343,0,2,0,-.0030639172,,-.12998939,0,2,0,-.064994693,,1,-.13611746,0,2,0,-.068058729,,,,0,0,1,0,1,1,1,1,
1913,Australia,AUS,4821,21.7192,864,.1832918,3.166667,-29.65,330,425,.4512634418631645,.691726,0,247.38,328.112,3.0781968,-.79570401,1.1526796,-3.4317129,8.4807367,5.5109258,-4.1224904,-3.2404089,-7.3628993,.28631943,.97804546,.37975925,3.9809513,1.3815209,1.1768341,9.3320131,-1.3071895,2.6748896,-5.7521343,3.5567045,-1.347065,-6.795001,-.10755062,8.1125498,16.368698,338,485,-2.8990026,1,0,0,0,3.0781968,0,1,0,1,0,0,1,0,.011768341,0,1,,.011768341,0,-.057521343,0,1,,-.057521343,0,.035567045,0,1,,.035567045,1,0,-.02195406,0,1,,-.02195406,-3.371048,-1.2717,1,0,1,0,1,1,1,1,
1914,Australia,AUS,4933,21.1587,838,.1724537,3.333333,-17.9,330,447,.4961978951457829,.811162,0,252.826,350.15,3.0520511,-.70078045,1.2039727,-2.1360383,8.5037022,5.5327015,-4.1749735,-3.1859443,-7.360918,.30170166,1.1128637,.41784009,3.6488962,1.2944248,-2.6145697,-8.70961,5.1293135,-3.8994074,-5.2483082,5.4464579,-5.7521343,3.5567045,1.1768341,-1.3071895,9.3320131,330,425,-3.4317129,0,1,1,1,3.0520511,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,0,1,0,1,1,1,1,
1915,Australia,AUS,4971,20.6066,969,.1527446,3.708333,-35.5,346.4285714285714,505.9999999999999,.4877227135657873,.661494,0,256.814,387.75,3.0256114,-.71800822,1.3105824,-3.6635709,8.5113764,5.5483522,-4.2736063,-3.3589485,-7.632555,.26502994,.92652392,.4001548,3.1475468,1.1466234,-2.6439667,-14.78014,10.660971,-6.7143679,-9.8632813,-17.300415,-5.2483082,5.4464579,-2.6145697,5.1293135,-8.70961,330,447,-2.1360383,0,0,0,1,3.0256114,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,0,1,1,0,1,
1916,Australia,AUS,4955,20.5298,1022,.124871,3.791667,-72.7,350,533,.4381508967771335,.828183,0,289.09,438.726,3.0218775,-.82519192,1.3328058,-7.113503,8.508152,5.666738,-4.1742196,-3.0999622,-7.2741818,.28286693,1.1110499,.4292818,2.5635767,.94140345,-.37338734,-20.521992,2.2223353,-.68275928,9.9386692,25.898624,-9.8632813,-17.300415,-2.6439667,10.660971,-14.78014,346.42856,506,-3.6635709,0,0,0,1,3.0218775,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,1,0,0,1,
1917,Australia,AUS,4950,20.1633,1062,.1164384,4.041667,-21.6,360.7142857142857,494.0000000000001,.444547260233734,.948455,0,276.202,424.462,3.003864,-.81069893,1.3966572,-2.0338984,8.507143,5.6211324,-4.2826681,-2.988812,-7.2714801,.26007721,1.2085322,.39968175,2.3477824,.85347122,-1.8013477,-8.7932224,6.3851476,-14.806175,-10.844851,11.115026,9.9386692,25.898624,-.37338734,2.2223353,-20.521992,350,533,-7.113503,0,0,0,1,3.003864,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,0,0,0,1,
1918,Australia,AUS,5032,19.3523,1145,.1007533,4.333333,-33.8,364.2857142857143,529,.4717318049242861,1.06037,0,320.696,471.994,2.9628112,-.75134468,1.466337,-2.9519651,8.5235729,5.7704935,-4.2194166,-2.8881321,-7.1075487,.28008384,1.3404539,.41222182,1.9498081,.66773099,-4.1052818,-18.574024,6.9679737,-1.0746717,6.3251495,10.067987,-10.844851,11.115026,-1.8013477,6.3851476,-8.7932224,360.71429,494,-2.0338984,1,0,0,1,2.9628112,1,0,1,0,0,0,0,-.11538553,0,5,0,-.023077106,,-.096926212,0,5,0,-.019385243,,.3522768,0,5,0,.070455357,,1,.25535059,0,5,0,.051070116,,,,1,1,0,1,0,0,0,1,
1919,Australia,AUS,5193,19.8472,1253,.1213974,4.875,-67.40000000000001,364.2857142857143,587,.5053127130714387,.606288,0,382.842,554.272,2.9880629,-.68257779,1.5841202,-5.3790903,8.5550671,5.9476223,-4.191565,-3.5062914,-7.6978564,.30554029,.91182828,.44235596,2.4093986,.87937713,2.5251627,21.164614,11.778318,5.8917046,2.7851582,-61.815929,6.3251495,10.067987,-4.1052818,6.9679737,-18.574024,364.28571,529,-2.9519651,0,1,1,1,2.9880629,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,1,0,1,0,0,0,1,
1920,Australia,AUS,5358,20.0644,1382,.1644054,4.958333,18.6,378.5714285714286,722,.5660781659091433,.612051,0,350.508,539.076,2.9989471,-.56902313,1.6010696,1.3458756,8.5863457,5.8593836,-4.3280315,-3.447068,-7.7750998,.25362372,.86567473,.39006945,3.2986958,1.1935272,1.0884285,31.415009,1.6949415,.52230358,-13.64665,5.9223413,2.7851582,-61.815929,2.5251627,11.778318,21.164614,364.28571,587,-5.3790903,1,0,0,0,2.9989471,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,1,0,1,0,0,0,1,
1921,Australia,AUS,5461,20.6876,1378,.1758321,4.5,-149.7,387.5,678,.5804699836864943,.5908099999999999,0,412.77,623.508,3.0295346,-.54391718,1.5040774,-10.86357,8.6053867,6.0228906,-4.0865736,-3.4073365,-7.4939098,.29954281,.89035279,.45247316,3.6375442,1.2913088,3.0587435,9.7781544,-9.699213,5.6103468,24.145794,3.9731503,-13.64665,5.9223413,1.0884285,1.6949415,31.415009,378.57144,722,1.3458756,0,1,1,0,3.0295346,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,1,0,0,0,1,1
1922,Australia,AUS,5574,21.3449,1510,.1872279,4.416667,-8.800000000000001,391.6666666666666,609,.6572263451657002,.633672,0,396.984,603.518,3.060813,-.41972682,1.4853853,-.58278143,8.6258678,5.9838958,-4.1273575,-3.247612,-7.3749695,.2629033,.89657533,.39968079,3.9963608,1.3853841,3.1278372,9.4075317,-1.8692136,-.45998096,-4.0783882,15.972447,24.145794,3.9731503,3.0587435,-9.699213,9.7781544,387.5,678,-10.86357,0,0,0,0,3.060813,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1923,Australia,AUS,5697,21.8978,1569,.1807947,4.416667,-70.3,395.8333333333334,527,.7627663421996083,.592318,0,439.116,653.206,3.0863862,-.27080354,1.4853853,-4.4805608,8.6476946,6.0847635,-4.0483165,-3.2985978,-7.3469143,.27986997,.87218797,.41631994,3.9590061,1.375993,2.5573254,-.93910694,0,9.4240665,7.9041004,-5.0985813,-4.0783882,15.972447,3.1278372,-1.8692136,9.4075317,391.66666,609,-.58278143,1,0,0,0,3.0863862,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1924,Australia,AUS,5819,22.8688,1722,.1848311,4.458333,-88.09999999999999,400,596,.8027436138033613,.588273,0,461.674,667.694,3.1297736,-.2197199,1.4947749,-5.1161442,8.6688833,6.1348591,-4.0287991,-3.2429807,-7.27178,.26810336,.85637635,.38774332,4.2268653,1.4414606,4.3387413,6.5467596,.93896389,10.343003,1.9517422,5.5617094,7.9041004,-5.0985813,2.5573254,0,-.93910694,395.83334,527,-4.4805608,0,1,1,0,3.1297736,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1925,Australia,AUS,5943,23.4537,1659,.1753775,4.5,-19.8,404.1666666666667,512,.8603108849127656,.5528459999999999,0,464.144,689.774,3.1550283,-.15046147,1.5040774,-1.19349,8.6899691,6.1401949,-4.0538516,-3.372752,-7.4266033,.27977335,.83261937,.41577697,4.1132512,1.4142138,2.5254726,-2.7246833,.93024969,1.7893791,-2.5052547,-12.977123,1.9517422,5.5617094,4.3387413,.93896389,6.5467596,400,596,-5.1161442,0,0,0,0,3.1550283,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1926,Australia,AUS,6064,23.5376,1729,.1838457,4.5,-80.3,404.1666666666667,529.5700000000001,.9562563367617729,.604521,0,500.3,735.446,3.1585991,-.044729266,1.5040774,-4.6443028,8.710125,6.2152081,-3.9989944,-3.2622228,-7.2612171,.28935802,.893879,.42535916,4.3272867,1.4649407,.35707951,5.0726891,0,-.56171417,5.4857254,11.052918,-2.5052547,-12.977123,2.5254726,.93024969,-2.7246833,404.16666,512,-1.19349,1,0,0,0,3.1585991,0,1,0,1,0,0,1,0,.19578791,0,8,,.024473488,0,.22042227,0,8,,.027552783,0,-.37409067,0,8,,-.046761334,1,0,-.1536684,0,8,,-.01920855,.11592731,-5.6981125,0,0,0,0,0,0,0,0,1
1927,Australia,AUS,6188,23.4136,1739,.1862348,4.583333,-131.2,404.1666666666667,511.0000000000001,1.029814516512679,.597108,0,555.236,780.91,3.153317,.029378705,1.5224265,-7.5445662,8.7303677,6.3193932,-3.9334011,-3.3073859,-7.240787,.31928465,.91639262,.44905692,4.3604269,1.4725699,-.52821636,.76292753,1.8349051,2.5405645,6.5593243,-4.5163155,5.4857254,11.052918,.35707951,0,5.0726891,404.16666,529.57001,-4.6443028,0,1,1,0,3.153317,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1928,Australia,AUS,6304,23.0177,1712,.186314,4.625,-93.09999999999999,404.1666666666667,505,1.119363604905085,.623232,0,539.3200000000001,785.1180000000001,3.1362634,.11276031,1.5314764,-5.4380841,8.7489395,6.290309,-3.9901071,-3.3078349,-7.2979422,.31502336,.93825537,.45859697,4.2885199,1.4559417,-1.7053604,-1.6628265,.90498924,-3.5665989,-5.6705952,-.044894218,6.5593243,-4.5163155,-.52821636,1.8349051,.76292753,404.16666,511,-7.5445662,0,0,0,0,3.1362634,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1929,Australia,AUS,6396,22.209,1566,.1787383,4.625,-92.90000000000001,450,524,1.18332723947109,.638435,0,597.6179999999999,730.802,3.1004977,.16833016,1.5314764,-5.9323115,8.7634277,6.392952,-3.9019523,-3.3873596,-7.2893119,.38162068,1.0200557,.46666795,3.969599,1.3786651,-3.5765648,-7.7276587,0,-4.1832685,8.8154793,-7.9524755,-5.6705952,-.044894218,-1.7053604,.90498924,-1.6628265,404.16666,505,-5.4380841,1,0,0,0,3.1004977,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1930,Australia,AUS,6469,19.8416,1287,.1526181,4.25,-162.9,522.0000000000001,590,.8235317950373127,.702746,0,632.534,758.758,2.9877808,-.19415312,1.446919,-12.657343,8.7747765,6.4497342,-3.7719612,-3.414386,-7.186347,.4914794,1.1942254,.58955556,3.0281873,1.1079642,-11.271691,-27.070093,-8.4557419,4.7643185,12.999105,-2.7026415,8.8154793,-7.9524755,-3.5765648,0,-7.7276587,450,524,-5.9323115,0,0,1,0,2.9877808,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1931,Australia,AUS,6527,18.3335,1210,.1367521,4.083333,-41.5,588,548,.7020008893619034,.898135,0,583.194,780.304,2.90873,-.35382062,1.4069135,-3.4297521,8.7837029,6.3685198,-3.8220966,-3.1996756,-7.0217724,.48197851,1.3801135,.64487934,2.5071447,.91914451,-7.9050779,-18.881966,-4.0005445,-22.090101,-5.0135374,21.471046,12.999105,-2.7026415,-11.271691,-8.4557419,-27.070093,522,590,-12.657343,0,0,1,0,2.90873,1,0,1,0,0,0,0,-.24986911,0,5,0,-.049973823,,.17689776,0,5,0,.035379551,,.062547207,0,5,0,.012509441,,1,.23944473,0,5,0,.047888946,,,,0,0,0,0,0,0,0,0,1
1932,Australia,AUS,6579,19.2255,1264,.0983471,3.916667,15.5,417,540,.841121794542964,.981653,0,554.588,794.484,2.9562376,-.17301881,1.3652411,1.2262658,8.7916384,6.3182254,-3.838654,-3.0333602,-6.872014,.43875632,1.4204093,.62854749,1.8907722,.6369853,4.7507524,-28.215921,-4.1672468,-1.6328335,-1.6557455,16.631531,-5.0135374,21.471046,-7.9050779,-4.0005445,-18.881966,588,548,-3.4297521,0,0,1,0,2.9562376,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1933,Australia,AUS,6631,20.4086,1356,.1052215,3.916667,-13.8,335,382,1.031413607376828,.952927,0,552.526,813.3339999999999,3.0159564,.030930296,1.3652411,-1.0176991,8.799511,6.3145003,-3.8502517,-3.0006745,-6.8509264,.40746754,1.3603946,.59980381,2.1474235,.76426876,5.9718847,12.728346,0,7.6364756,-1.1597633,3.2685757,-1.6557455,16.631531,4.7507524,-4.1672468,-28.215921,417,540,1.2262658,0,1,1,0,3.0159564,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1934,Australia,AUS,6682,21.3321,1432,.1135693,3.916667,8.9,244,320,1.205714511569192,.901475,0,554.6959999999999,836.056,3.0602131,.18707235,1.3652411,.62150836,8.8071728,6.3184204,-3.8539934,-3.0093095,-6.8633032,.38735753,1.2888325,.58383799,2.4226716,.88487089,4.4256687,12.060213,0,4.4179678,-.37417412,-.86350441,-1.1597633,3.2685757,5.9718847,0,12.728346,335,382,-1.0176991,0,0,0,0,3.0602131,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,1,1,
1935,Australia,AUS,6732,22.4268,1574,.1396648,3.958333,-40.4,195,385,1.357628143663453,.876885,0,587.414,831.13,3.1102567,.30573916,1.375823,-2.566709,8.8146276,6.37573,-3.8147206,-2.9604547,-6.7751751,.37319821,1.2500832,.52803683,3.1322346,1.1417466,5.0043583,25.687576,1.058197,-1.6079187,3.9272785,4.8854828,-.37417412,-.86350441,4.4256687,0,12.060213,244,320,.62150836,0,0,0,0,3.1102567,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,1,1,1,
1936,Australia,AUS,6783,23.2693,1717,.1397713,4.083333,-30.2,175,401.9999999999999,1.499947230572814,.802287,0,607.232,819.966,3.1471348,.40542993,1.4069135,-1.7588818,8.822175,6.4089108,-3.8201778,-3.0010436,-6.8212214,.35365871,1.1559457,.47755736,3.2523804,1.1793871,3.6878109,3.7640452,3.1090498,8.2419157,-.54571629,-4.0588856,3.9272785,4.8854828,5.0043583,1.058197,25.687576,195,385,-2.566709,0,0,0,0,3.1471348,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,1,1,1,1,
1937,Australia,AUS,6841,24.247,1857,.1456028,4.166667,8.699999999999999,175,374,1.679045407357628,.742574,0,609.0060000000001,842.27,3.188293,.51822543,1.4271164,.46849757,8.8306894,6.411828,-3.8459778,-3.0287211,-6.8746986,.32795152,1.0705255,.45356488,3.530431,1.26142,4.1158199,8.2032919,2.0202875,2.660203,-2.579999,-2.7677536,-.54571629,-4.0588856,3.6878109,3.1090498,3.7640452,175,402,-1.7588818,1,0,0,0,3.188293,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,1,0,1,1,1,1,
1938,Australia,AUS,6904,24.8462,1819,.1610124,4.25,-59.8,175,391,1.57670359205202,.6436730000000001,0,670.7220000000001,885.45,3.2127049,.45533633,1.446919,-3.2875206,8.8398561,6.5083547,-3.7784204,-3.2212973,-6.9997177,.36873117,1.0124042,.48677844,4.0005465,1.386431,2.4411917,12.501097,1.980257,1.3203144,6.7557335,-19.257618,-2.579999,-2.7677536,4.1158199,2.0202875,8.2032919,175,374,.46849757,0,1,1,0,3.2127049,0,1,0,1,0,0,1,0,.30397487,0,7,,.043424983,0,.043676138,0,7,,.0062394482,0,-.021621704,0,7,,-.0030888149,1,0,.022054672,0,7,,.0031506675,-1.6178191,-3.6351714,1,0,1,0,1,1,1,1,
1939,Australia,AUS,6971,24.6724,1980,.1594283,4.375,-60.6,175,383,1.541523593040718,.668114,0,694.9620000000001,915.634,3.2056851,.43277127,1.4759065,-3.060606,8.849514,6.5438571,-3.7815633,-3.1378648,-6.9194279,.35099092,1.019105,.46244141,3.9334788,1.3695242,-.70197582,-1.6906738,2.8987527,-10.821056,-.31428337,8.3432436,6.7557335,-19.257618,2.4411917,1.980257,12.501097,175,391,-3.2875206,0,0,0,1,3.2056851,1,0,1,0,0,0,0,-.0070197582,0,1,0,-.0070197582,,-.0031428337,0,1,0,-.0031428337,,.083432436,0,1,0,.083432436,,1,.080289841,0,1,0,.080289841,,,,1,0,1,0,1,1,1,1,
1940,Australia,AUS,7042,26.0393,,.1454545,4.625,-65.5,158,330,1.547919956497318,.63702,0,718.1719999999999,1006.192,3.2596068,.43691206,1.5314764,,8.8596478,6.5767093,-3.814415,,,,,,3.7875333,1.331715,5.39217,-3.7809253,5.5569887,-7.2061777,-3.2851696,,-.31428337,8.3432436,-.70197582,2.8987527,-1.6906738,175,383,-3.060606,0,0,0,1,3.2596068,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,0,1,1,1,1,
1941,Australia,AUS,7111,28.6921,,.1165501,4.875,-88.3,150,323,1.552717229089768,.627739,0,688.544,1023.964,3.3566217,.44000643,1.5841202,,8.8693981,6.5345793,-3.9189391,,,,,,3.3440671,1.2071878,9.7014904,-12.452722,5.2643776,-2.4386168,-10.452414,,-3.2851696,,5.39217,5.5569887,-3.7809253,158,330,,0,0,0,1,3.3566217,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,1,1,1,1,
1942,Australia,AUS,7173,31.75,,.0768923,5.166667,-77.5,150,324,1.394407233538906,.620384,0,678.284,1215.566,3.4578927,.3324694,1.6422278,,8.8780794,6.5195661,-4.000741,,,,,,2.4413304,.89254314,10.127091,-31.464464,5.8107615,1.0788202,-8.1801891,,-10.452414,,9.7014904,5.2643776,-12.452722,150,323,,0,0,0,1,3.4578927,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,1,1,1,1,
1943,Australia,AUS,7236,32.5923,,.0503849,5.208333,-43.6,146,323,1.728617224146282,.673898,0,602.316,1562.882,3.484076,.5473218,1.6502599,,8.8868237,6.4007821,-4.1363015,,,,,,1.6421598,.49601233,2.6183367,-39.65308,.80320835,-9.7231627,-13.556051,,-8.1801891,,10.127091,5.8107615,-31.464464,150,324,,0,0,0,1,3.484076,0,1,0,1,0,0,1,0,.27839088,0,4,,.069597721,0,-.35473824,0,4,,-.088684559,0,,0,4,,,1,0,,0,4,,,,.1446,1,1,1,1,1,1,0,1,
1944,Australia,AUS,7309,31.1357,,.053012,5.25,183.1,125,324,1.738211769331183,.7872980000000001,0,567.3159999999999,1797.738,3.438355,.55285686,1.658228,,8.896862,6.3409166,-4.2141733,,,,,,1.6505657,.50111812,-4.5721054,.51057935,.79681873,-6.7585945,-7.7871799,,-13.556051,,2.6183367,.80320835,-39.65308,146,323,,1,0,0,1,3.438355,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,1,0,0,1,
1945,Australia,AUS,7389,29.2326,,.0661506,5.375,129.4,,325,1.83255813031604,.897326,0,548.124,2005.744,3.3752844,.60571289,1.6817585,,8.9077473,6.3065014,-4.2830043,,,,,,1.9337541,.65946323,-6.3070536,15.834511,2.3530483,12.337279,-6.8830967,,-7.7871799,,-4.5721054,.79681873,.51057935,125,324,,0,1,1,1,3.3752844,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,1,1,1,1,0,0,0,1,
1946,Australia,AUS,7474,27.8562,,.0981261,5.5,100,,324,2.054831760432907,.92494,0,,,3.3270555,.72019398,1.704748,,8.9191856,,,,,,,,2.7334204,1.0055537,-4.8228979,34.609051,2.2989511,1.8954515,,,-6.8830967,,-6.3070536,2.3530483,15.834511,,325,,0,0,0,1,3.3270555,1,0,1,0,0,0,0,-.15702057,0,3,0,-.052340191,,,0,3,0,,,,0,3,0,,,1,,0,3,0,,,,,1,1,0,1,0,0,0,1,
1947,Australia,AUS,7578,28.1537,,,5.916667,-91,,317,2.272308117957324,.886607,0,,,3.3376787,.82079613,1.7777733,,8.9330044,,,,,,,,,,1.0623217,,7.3025227,17.047619,,,,,-4.8228979,2.2989511,34.609051,,324,,0,0,0,1,3.3376787,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,1,0,1,0,0,0,1,
1948,Australia,AUS,7715,29.4572,,,6.416667,13,225,313,2.461667127787101,.744649,0,861.0557801131771,3143.98,3.3829384,.90083879,1.8588989,,8.950922,6.7581592,-4.0516615,,,,,,,,4.5259714,,8.1125622,10.818839,,,,,1.0623217,7.3025227,,,317,,1,0,0,0,3.3829384,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,1,0,1,0,0,0,1,1
1949,Australia,AUS,7919,30.626,4495,.1793104,6.968818,62,199,312,2.374270661711819,.654024,0,981.2093775262733,3330.15,3.4218493,.8646903,1.9414456,1.3793104,8.9770203,6.8887858,-4.0296803,-2.9323561,-6.9620361,.21828908,.87231308,.74085653,5.4915605,1.7032125,3.8910866,,8.2546711,5.1337004,2.1981239,,,,4.5259714,8.1125622,,225,313,,0,1,1,0,3.4218493,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,1,0,0,0,1,1
1950,Australia,AUS,8267.337,31.3982,5299,.2047556,7.609278,-56.46425,194.9999999,314,2.825819069767441,.570582,0,1201.355968741579,3589.74,3.4467506,1.0387982,2.0293684,-1.0655643,9.0200682,7.0912061,-3.9582305,-3.0352616,-6.9934921,.22671372,.79729569,.67743725,6.4289575,1.8608124,2.490139,15.759993,8.7922812,3.1522036,7.1449757,-10.290551,2.1981239,,3.8910866,8.2546711,,199,312,1.3793104,0,0,0,0,3.4467506,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1951,Australia,AUS,8510.6,31.8158,7028,.2211155,9.118933999999999,-413.3234,200.9999999,353,3.411349147286821,.451868,0,1489.904607922393,4249.03,3.4599631,1.2271079,2.2103529,-5.8810959,9.0490675,7.3064675,-3.9529529,-3.1961281,-7.1490812,.21199553,.66386354,.60458595,7.0349665,1.9508929,1.3212442,9.00805,18.09845,-1.3442516,.52776337,-16.086651,7.1449757,-10.290551,2.490139,8.7922812,15.759993,195,314,-1.0655643,0,0,0,0,3.4599631,0,1,0,1,0,0,1,0,.13290763,0,5,,.026581526,0,,0,5,,,0,,0,5,,,1,0,,0,5,,,,-9.4614401,0,0,0,0,0,0,0,0,1
1952,Australia,AUS,8691.212,31.4284,7586,.2579752,10.68959,-392.5798,248.9999999,434,2.571240775193798,.449223,0,1548.406359471841,4552.52,3.4477119,.94438857,2.3692703,-5.1750565,9.0700674,7.3449817,-4.0943561,-3.3055139,-7.3998699,.20411368,.6533367,.60012126,8.107748,2.0928202,-1.2251139,14.192724,15.891743,-2.0982981,-14.14032,-10.938573,.52776337,-16.086651,1.3212442,18.09845,9.00805,201,353,-5.8810959,0,0,0,0,3.4477119,1,0,1,0,0,0,0,-.012251139,0,1,0,-.012251139,,-.1414032,0,1,0,-.1414032,,-.10938573,0,1,0,-.10938573,,1,-.25078869,0,1,0,-.25078869,,,,0,0,0,0,0,0,0,0,1
1953,Australia,AUS,8857.924000000001,31.8059,8594,.2270188,11.14706,341.7812,306.9999999,448.0000000000001,2.545782945736434,.417164,0,1670,4762.6,3.4596517,.93443823,2.4111757,3.9769747,9.0890675,7.420579,-4.0796642,-3.3156996,-7.3953638,.19432162,.6114856,.55417734,7.2205372,1.9769293,1.1939764,-11.589087,4.1905403,-4.3751955,1.469183,-1.0185719,-14.14032,-10.938573,-1.2251139,15.891743,14.192724,249,434,-5.1750565,1,0,0,0,3.4596517,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
